"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1624","HandleShadowDOMNested","Demo","Wed Feb 25 10:29:25 GMT+07:00 2026","passed","Wed Feb 25 10:29:26 GMT+07:00 2026","demo.testSuites.HandleShadowDOM","Shadow DOM - Chrome","demo.testSuites.HandleShadowDOM","HandleShadowDOMNested"
"","4149","HandleShadowDOMSingle","Demo","Wed Feb 25 10:29:18 GMT+07:00 2026","broken","Wed Feb 25 10:29:23 GMT+07:00 2026","demo.testSuites.HandleShadowDOM","Shadow DOM - Chrome","demo.testSuites.HandleShadowDOM","HandleShadowDOMSingle"
