"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","HandleShadowDOMNested","Demo","Wed Feb 25 16:29:23 GMT+07:00 2026","passed","Wed Feb 25 16:29:23 GMT+07:00 2026","demo.testSuites.TestDependency","Dependency - Chrome","demo.testSuites.TestDependency","HandleShadowDOMNested"
"","23711","AddProductToCart","Demo","Wed Feb 25 16:28:59 GMT+07:00 2026","broken","Wed Feb 25 16:29:23 GMT+07:00 2026","demo.testSuites.TestDependency","Dependency - Chrome","demo.testSuites.TestDependency","AddProductToCart"
