"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","HandleShadowDOMNested","Demo","Wed Feb 25 17:59:51 GMT+07:00 2026","passed","Wed Feb 25 17:59:51 GMT+07:00 2026","demo.testSuites.TestDependency","Dependency - Chrome","demo.testSuites.TestDependency","HandleShadowDOMNested"
"","6201","AddProductToCart","Demo","Wed Feb 25 17:59:44 GMT+07:00 2026","passed","Wed Feb 25 17:59:51 GMT+07:00 2026","demo.testSuites.TestDependency","Dependency - Chrome","demo.testSuites.TestDependency","AddProductToCart"
